Date,Time,RunNumber,PedestalRunNumber,AliNEvents,Rotation,Rotation Sensor,Rotation Stage,Bias Volt,Run Type,Config file,Sensor Temp.,Air Temp.,Air Humid.,Cu Plate Temp.,TelescopeRunNumber,TelNEvents,Rate (Hz),BeamEnergy,Config file,MagneticField,Current on Power supply,I-Coil,GearFileName,Comments
11/06/13,5:34,1269,001269,20,0,,,-800,ped,CCE_Ped_v3.ini,-21.67,1.44,6.91,-38.5,-,-,-,-,-,0,0,0,gear-TB5-B000,
11/06/13,6:52,1275,001275,20,0,,,-100,ped,CCE_Ped_v3.ini,-21.65,1.6,6.98,-9.3,-,-,-,-,-,0,0,0,gear-TB5-B000,
11/06/13,15:39:00,2003,002003,20,0,,,-100,ped,CCE_Ped_v3.ini,-21.15,2.64,7.58,-25.14,-,-,-,-,-,0,0,0,gear-TB5-B075,-
11/06/13,16:10:00,2007,002007,20,0,,,-200,ped,CCE_Ped_v3.ini,-21.25,2.42,7.62,-38.25,-,-,-,-,-,0,0,0,gear-TB5-B050,-
11/06/13,17:11:00,2013,002013,20,0,,,-300,ped,CCE_Ped_v3.ini,-21.29,2.45,7.68,-51.57,-,-,-,-,-,0,0,0,gear-TB5-B050,-
11/06/13,17:16:00,2018,002018,20,0,,,-400,ped,CCE_Ped_v3.ini,-21.17,2.52,7.69,-67.55,-,-,-,-,-,0,0,0,gear-TB5-B050,-
11/06/13,18:17:00,2021,002021,20,0,,,-500,ped,CCE_Ped_v3.ini,-21.12,2.67,7.66,-88.85,-,-,-,-,-,0,0,0,gear-TB5-B025,-
11/06/13,18:23:00,2026,002026,20,0,,,-600,ped,CCE_Ped_v3.ini,-21.08,2.81,7.67,-123.71,-,-,-,-,-,0,0,0,gear-TB5-B025,-
11/06/13,20:43:00,2030,002030,20,-20,,,-500,ped,LAM_Ped_v3.ini,-20.9,-2.02,6.47,-92.23,-,-,-,-,-,0,0,0,gear-TB5-B025,-
11/07/13,7:03:00,2047,002047,20,0,,,-500,ped,LAM_Ped_v3.ini,-20.43,-2.16,6.69,-96,-,-,-,-,-,0,0,0,gear-TB5-B100,-
11/07/13,20:03:00,2068,002068,20,20,,,-500,ped,LAM_Ped_v3.ini,-23.77,-3.79,5.24,-61.7,-,-,-,-,-,0,0,0,gear-TB5-B000,-
11/07/13,20:50:00,2072,002072,20,0,,,-700,ped,CCE_Ped_v3.ini,-23.6,-3.46,5.17,-108.8,-,-,-,-,-,0,0,0,gear-TB5-B000,-
11/07/13,22:51:00,2079,002079,20,-20,,,-500,ped,LAM_Ped_v3.ini,-23.94,2.42,6.73,-59.6,-,-,-,-,-,1,441,438,gear-TB5-B075,-
11/08/13,8:40:00,2097,002097,20,0,,,-500,ped,LAM_Ped_v3.ini,-23.69,1.79,7.28,-61.1,-,-,-,-,-,1,441,438,gear-TB5-B050,-
11/08/13,16:50:00,2112,002112,20,20,,,-500,ped,LAM_Ped_v3.ini,-23.32,1.77,7.48,-63.6,-,-,-,-,-,1,441,438,gear-TB5-B050,-
11/08/13,16:59:00,2115,002115,20,20,,,-500,ped,LAM_Ped_v3.ini,-23.31,1.9,7.49,-64.9,-,-,-,-,-,0.75,330.75,328.5,gear-TB5-B050,-
11/09/13,2:06:00,2132,002132,20,0,,,-500,ped,LAM_Ped_v3.ini,-23.43,2.1,10.28,-63.5,-,-,-,-,-,0.75,330.75,328.5,gear-TB5-B025,-
11/09/13,13:01:00,2148,002148,20,-20,,,-500,ped,LAM_Ped_v3.ini,-24.37,-0.1,7.36,-56.2,-,-,-,-,-,0.75,330.75,328.5,gear-TB5-B025,-
11/09/13,13:19:00,2153,002153,20,-10,,,-500,ped,LAM_Ped_v3.ini,-24.42,-0.07,7.41,-56.6,-,-,-,-,-,0.5,220.7,219,gear-TB5-B025,-
11/09/13,23:34:00,2170,002170,20,20,,,-500,ped,LAM_Ped_v3.ini,-24.47,-0.78,7.73,-55.8,-,-,-,-,-,0.5,220.7,219,gear-TB5-B100,-
11/10/13,6:42:00,2184,002184,20,-20,,,-500,ped,LAM_Ped_v3.ini,-24.52,-0.33,7.67,-55,-,-,-,-,-,0.5,220.7,219,gear-TB5-B000,-
11/10/13,6:58:00,2187,002187,20,-20,,,-500,ped,LAM_Ped_v3.ini,-24.5,-0.31,7.74,-55,-,-,-,-,-,0.25,110.56,109,gear-TB5-B000,-
11/10/13,19:32:00,2211,002211,20,0,,,-500,ped,LAM_Ped_v3.ini,-24.07,-0.25,7.48,-58.6,-,-,-,-,-,0.25,110.56,109,gear-TB5-B075,-
11/10/13,2:31:00,2226,002226,20,20,,,-500,ped,LAM_Ped_v3.ini,-24.09,-1.04,7.32,-58.3,-,-,-,-,-,0.25,110.56,109,gear-TB5-B050,-
11/11/13,2:50:00,2230,002230,20,-20,,,-500,ped,LAM_Ped_v3.ini,-24.08,-1.01,7.3,-58.5,-,-,-,-,-,0.75,330.75,328,gear-TB5-B050,-
11/11/13,13:22:00,2252,002252,20,0,,,-500,ped,LAM_Ped_v3.ini,-23.56,0.15,7,-62.5,-,-,-,-,-,0.75,330.75,328,gear-TB5-B050,-
11/11/13,22:47:00,2269,002269,20,20,,,-500,ped,LAM_Ped_v3.ini,-23.64,-0.35,6.87,-62,-,-,-,-,-,0.75,330.75,328,gear-TB5-B025,beam was on
11/12/13,3:29:00,2278,002278,20,1,,,-500,ped,LAM_Ped_v3.ini,-23.68,-0.29,6.69,-60.8,-,-,-,-,-,1,441.09,438.2,gear-TB5-B025,beam was on
11/12/13,7:29:00,2287,002287,20,6,,,-500,ped,LAM_Ped_v3.ini,-23.66,-0.29,6.53,-60.8,-,-,-,-,-,1,441.09,438.2,gear-TB5-B025,
11/12/13,8:11:00,2291,002291,20,0,,,-500,ped,LAM_Ped_v3.ini,-23.62,-0.26,6.48,-61.7,-,-,-,-,-,0,0,0,gear-TB5-B100,-
11/12/13,12:29,2302,002302,20,0,,,see comment,ped,CCE_Ped_v3.ini,-23.46,1.56,7.84,see comment,-,-,-,-,-,0,0,0,gear-TB5-B000,sensor 2E15 (chip1) is at -1000V current=-82.8. sensor 5E15 (chip0) is at -700V current=-93.4
11/12/13,13:07,2306,002306,20,0,,,see comment,ped,CCE_Ped_v3.ini,-23.48,1.72,7.89,see comment,-,-,-,-,-,0,0,0,gear-TB5-B000,sensor 2E15 (chip1) is at -900V current=-53.2. sensor 5E15 (chip0) is at -750V current=-106.7
11/12/13,13:45,2311,002311,20,0,,,see comment,ped,CCE_Ped_v3.ini,-23.53,1.69,7.91,see comment,-,-,-,-,-,0,0,0,gear-TB5-B075,sensor 2E15 (chip1) is at -800V current=-41.7. sensor 5E15 (chip0) is at -785V current=-143.1
11/12/13,14:38,2315,002315,20,0,,,-700,ped,CCE_Ped_v3.ini,-23.58,1.5,7.94,see comment,-,-,-,-,-,0,0,0,gear-TB5-B050,sensor 2E15 (chip1) is at -700V current=-30.3. sensor 5E15 (chip0) is at -700V current=-76.6
11/12/13,19:52:00,2325,002325,20,0,,,-500,ped,LAM_Ped_v3.ini,-23.6,1.08,7.8,-62.5,-,-,-,-,-,0.5,220.9,219,gear-TB5-B050,-
13/11/2013,3:38:00,2339,002339,20,0,,,-500,ped,LAM_Ped_v3.ini,-23.64,0.97,8.11,-61.7,-,-,-,-,-,0,0,0,gear-TB5-B050,-
13/11/2013,6:24:00,2349,002349,20,0,,,see comment,ped,CCE_Ped_v3.ini,-23.52,1.11,7.91,-see comment,-,-,-,-,-,0,0,0,gear-TB5-B025,sensor 2E15 (chip1) is at -100V current=-6.8. sensor 5E15 (chip0) is at -800V current=-119
13/11/2013,13:01:00,3001,003001,20,0,,,-100,ped,CCE_Ped_v3.ini,-24.27,1.99,7.87,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
13/11/2013,13:44:00,3005,003005,20,0,,,-200,ped,CCE_Ped_v3.ini,-24.31,1.87,7.87,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
13/11/2013,14:35:00,3010,003010,20,0,,,-300,ped,CCE_Ped_v3.ini,-24.29,2.91,7.86,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
13/11/2013,14:44:00,3015,003015,20,0,,,-1000,ped,CCE_Ped_v3.ini,-24.2,1.81,7.88,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
13/11/2013,15:12:00,3017,003017,20,0,,,-900,ped,CCE_Ped_v3.ini,-24.24,1.92,4.88,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
13/11/2013,15:50:00,3021,003021,20,0,,,-800,ped,CCE_Ped_v3.ini,-24.17,1.05,7.3,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
13/11/2013,16:19:00,3025,003025,20,0,,,-700,ped,CCE_Ped_v3.ini,-24.21,1,7.27,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
13/11/2013,16:46:00,3029,003029,20,0,,,-600,ped,CCE_Ped_v3.ini,-24.2,1.08,7.27,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
13/11/2013,17:17:00,3033,003033,20,0,,,-500,ped,CCE_Ped_v3.ini,-24.17,1.14,7.24,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
13/11/2013,17:44:00,3037,003037,20,0,,,-400,ped,CCE_Ped_v3.ini,-24.14,1.27,7.21,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
13/11/2013,18:13:00,3041,003041,20,-20,,,-500,ped,LAM_Ped_v3.ini,-24.12,1.07,7.18,,-,-,-,-,-,0,0,0,gear-TB5-B000,there might be offset of 5 degrees in angle. add 5 degrees
14/11/2013,2:36:00,3057,003057,20,0,,,-500,ped,LAM_Ped_v3.ini,-24.34,0.38,7.11,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
14/11/2013,10:04:00,3073,003073,20,20,,,-500,ped,LAM_Ped_v3.ini,-24.39,0.6,6.94,,-,-,-,-,-,0,0,0,gear-TB5-B000,-
14/11/2013,11:29:00,3076,003076,20,20,,,-500,ped,LAM_Ped_v3.ini,-24.31,0.76,6.92,,-,-,-,-,-,1,441.09,438.1,gear-TB5-B000,-
14/11/2013,20:30:00,3095,003095,20,-1,,,-500,ped,LAM_Ped_v3.ini,-24.07,0.88,6.63,,-,-,-,-,-,1,441.09,438.1,gear-TB5-B000,-
15/11/2013,4:55:00,3112,003112,20,-20,,,-500,ped,LAM_Ped_v3.ini,-23.95,0.63,6.53,,-,-,-,-,-,1,441.09,438.1,gear-TB5-B000,-
15/11/2013,5:19:00,3116,003116,20,-20,,,-500,ped,LAM_Ped_v3.ini,-24,0.62,6.65,,-,-,-,-,-,0.75,330.75,328.5,gear-TB5-B000,-
15/11/2013,14:55:00,3132,003132,20,0,,,-500,ped,LAM_Ped_v3.ini,-23.97,0.41,6.79,,-,-,-,-,-,0.75,330.75,328.5,gear-TB5-B000,-
16/11/2013,0:49:00,3150,003150,20,20,,,-500,ped,LAM_Ped_v3.ini,-23.82,1.25,7.76,,-,-,-,-,-,0.75,330.75,328.5,gear-TB5-B000,-
16/11/2013,1:13:00,3153,003153,20,20,,,-500,ped,LAM_Ped_v3.ini,-23.83,1.26,7.76,,-,-,-,-,-,0.5,220.7,219,gear-TB5-B000,-
16/11/2013,7:28:00,3166,003166,20,4,,,-500,ped,LAM_Ped_v3.ini,-23.64,1.9,7.79,,-,-,-,-,-,0.5,220.7,219,gear-TB5-B000,-
16/11/2013,18:30:00,3188,003188,20,-20,,,-500,ped,LAM_Ped_v3.ini,-23.52,2.7,7.64,,-,-,-,-,-,0.5,220.7,219,gear-TB5-B000,-
16/11/2013,18:43:00,3191,003191,20,-20,,,-500,ped,LAM_Ped_v3.ini,-23.42,2.79,7.64,,-,-,-,-,-,0.25,110.56,109.5,gear-TB5-B000,-
17/11/2013,2:34:00,3210,003210,20,0,,,-500,ped,LAM_Ped_v3.ini,-23.63,2.11,7.93,,-,-,-,-,-,0.25,110.56,109.5,gear-TB5-B000,-
17/11/2013,12:18:00,3228,003228,20,0,,,-500,ped,LAM_Ped_v3.ini,-23.53,2.13,8.21,,-,-,-,-,-,0.25,110.56,109.5,gear-TB5-B000,-
17/11/2013,14:46:00,3235,003235,20,20,,,-500,ped,LAM_Ped_v3.ini,-23.47,1.35,8.51,,-,-,-,-,-,0.25,110.56,109.5,gear-TB5-B000,-
3.2.14,1:40,4000,004000,20,20,20.14,,-50,ped,LAM_Ped.ini,-26.71,-0.44,6.36,-30.19,-,-,-,-,-,0,,,gear-TB6-B000,-
3.2.14,9:13,4016,004016,20,0,0.01,,-50,ped,LAM_Ped.ini,-26.5,0.36,5.76,-30.13,-,-,-,-,-,0,0,0,gear-TB6-B000,-
3.2.14,17:13,4032,004032,20,-20,-19.97,,-50,ped,LAM_Ped.ini,-26.17,2.23,5.61,-29.88,-,-,-,-,-,0,0,0,gear-TB6-B000,-
3.2.14,18:22,4035,004035,20,-20,,,-50,ped,LAM_Ped.ini,-26.2,1.92,5.56,-29.86,-,-,-,-,-,1,441,438,gear-TB6-B000,-
4.2.14,5:37,4057,004057,20,0,0.13,,-50,ped,LAM_Ped.ini,-26.44,0.7,5.61,-30,-,-,-,-,-,1,441,438,gear-TB6-B000,-
4.2.14,15:05,4072,004072,20,20,20.32,,-500,ped,LAM_Ped.ini,-26.04,-0.52,5.92,-29.55,-,-,-,-,-,1,441,438,gear-TB6-B000,-
5.2.14,1:42:00,4088,004088,20,0,-0.11,0,-500,ped,LAM_Ped.ini,-26.17,0.8,5.78,-29.77,-,-,-,-,-,1,441,438,gear-TB6-B000,-
5.2.14,9:48:00,4105,004105,20,-20,-20.4,-19.7,-500,ped,LAM_Ped.ini,-26.02,1.9,5.4,-29.66,-,-,-,-,-,1,441,438,gear-TB6-B000,-
5.2.14,10:02:00,4108,004108,20,-20,-20.41,-19.7,-500,ped,LAM_Ped.ini,-25.98,1.95,5.38,-29.62,-,-,-,-,-,0.75,330,328,gear-TB6-B000,-
5.2.14,18:41:00,4130,004130,20,0,-0.01,-0.5,-500,ped,LAM_Ped.ini,-26.05,1.23,5.63,-29.56,-,-,-,-,-,0.75,330,328,gear-TB6-B000,-
6.2.14,1:59:00,4145,004145,20,20,20.22,17,-500,ped,LAM_Ped.ini,-26.13,0.47,5.86,-29.63,-,-,-,-,-,0.75,330,328,gear-TB6-B000,-
6.2.14,2:13:00,4148,004148,20,20,20.21,20,-500,ped,LAM_Ped.ini,-26.12,0.18,5.88,-29.61,-,-,-,-,-,0.5,220.7,219,gear-TB6-B000,rotation stage set to 20 degrees
6.2.14,9:31:00,4164,004164,20,0,-0.03,1.9,-500,ped,LAM_Ped.ini,-25.8,1.4,5.84,-29.38,-,-,-,-,-,0.5,220.7,219,gear-TB6-B000,-
6.2.14,16:59:00,4178,004178,20,-20,-7.81,-30,-500,ped,LAM_Ped.ini,-25.48,2.4,5.91,-29.03,-,-,-,-,-,0.5,220.7,219,gear-TB6-B000,-
6.2.14,17:45:00,4182,004182,20,20,15.08,-,-500,ped,LAM_Ped.ini,-25.51,1.63,6.25,-29.04,-,-,-,-,-,0,0,0,gear-TB6-B000,-
7.2.14,1:10:00,4198,004198,20,0,-0.16,0,-500,ped,LAM_Ped.ini,-25.88,1.36,5.99,-29.4,-,-,-,-,-,0,0,0,gear-TB6-B000,-
7.2.14,8:27:00,4213,004213,20,-20,-19.54,,-500,ped,LAM_Ped.ini,-25.75,2.2,6.02,-29.33,-,-,-,-,-,0,0,0,gear-TB6-B000,-
7.2.14,16:27,5001,005001,20,20,20.33,19.2,-500,ped,LAM_Ped.ini,-26.16,1.14,7.34,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,1:43,5025,005025,20,0,0.17,0.5,-500,ped,LAM_Ped.ini,-26.84,0.6,7.38,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,1:50,5030,005030,20,0,0.12,0.5,-600,ped,CCE_Ped.ini,-26.86,0.63,7.37,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,2:48,5033,005033,20,0,0.12,0.5,-700,ped,CCE_Ped.ini,-26.88,0.61,7.36,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,2:53,5038,005038,20,0,0.18,0.5,-800,ped,CCE_Ped.ini,-26.85,0.58,7.38,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,3:52,5041,005041,20,0,0.17,0.5,-900,ped,CCE_Ped.ini,-26.89,0.52,7.38,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,3:57,5046,005046,20,0,0.12,0.5,-1000,ped,CCE_Ped.ini,-26.88,0.51,7.36,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,4:49,5049,005049,20,0,0.19,0.5,-400,ped,CCE_Ped.ini,-26.94,0.44,7.36,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,4:53,5054,005054,20,0,0.12,0.5,-300,ped,CCE_Ped.ini,-26.94,0.46,7.38,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,5:51,5058,005058,20,0,0.17,0.5,-200,ped,CCE_Ped.ini,-26.92,0.51,7.35,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,5:56,5063,005063,20,0,0.18,0.5,-100,ped,CCE_Ped.ini,-26.88,0.54,7.35,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,9:43:00,5067,005067,20,20,19.89,20,-500,ped,LAM_Ped.ini,-26.95,-0.65,7.13,,-,-,-,-,-,1,441.09,438,gear-TB6-B000,-
8.2.14,10:55,5076,005076,20,-20,-20.06,-20,-500,ped,LAM_Ped.ini,-26.77,0.68,6.84,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
8.2.14,19:15:00,5094,005094,20,-1,-0.91,-2.5,-500,ped,LAM_Ped.ini,-26.68,0.38,6.95,,-,-,-,-,-,1,441.09,438,gear-TB6-B000,
9.2.14,6:08:00,5107,005107,20,0,0.01,1.5,-500,ped,LAM_Ped.ini,-26.66,0.14,6.86,,-,-,-,-,-,1,441.09,438,gear-TB6-B000,-
9.2.14,15:29:00,5124,005124,20,-20,-19.92,-18,-500,ped,LAM_Ped.ini,-26.41,0.74,6.59,,-,-,-,-,-,1,441.09,438,gear-TB6-B000,-
9.2.14,15:32,5127,005127,20,-20,-19.97,-18,-1000,ped,LAM_Ped.ini,-26.39,0.85,6.6,,-,-,-,-,-,1,441.09,438,gear-TB6-B000,-
10.2.14,2:42,5151,005151,20,0,0.05,-1.5,-1000,ped,LAM_Ped.ini,-26.41,-0.28,6.61,,-,-,-,-,-,1,441.09,438,gear-TB6-B000,-
10.2.14,15:57,5161,005161,20,7,6.85,4.5,-1000,ped,LAM_Ped.ini,-25.98,0.32,6.56,,-,-,-,-,-,1,441.09,438,gear-TB6-B000,-
11.2.14,4:10:00,5189,005189,20,20,19.71,19.75,-500,ped,LAM_Ped.ini,-26.15,-0.55,6.62,,-,-,-,-,-,0.75,330.75,328.5,gear-TB6-B000,-
11.2.14,20:27:00,5217,005217,20,0,-0.09,2,-500,ped,LAM_Ped.ini,-25.71,-0.89,6.63,,-,-,-,-,-,0.75,330.75,328.5,gear-TB6-B000,-
12.2.14,6:30:00,5236,005236,20,-10,-9.64,-10,-1000,ped,LAM_Ped.ini,-25.59,1.14,6.53,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
12.2.14,14:02:00,5246,005246,20,-20,-19.87,-,-500,ped,LAM_Ped.ini,-25.34,1.76,6.43,,-,-,-,-,-,0.5,220.9,219,gear-TB6-B000,collimator in T24 (first area) x=20. y=20
13.2.14,1:55:00,5266,005266,20,1,0.94,-1,-500,ped,LAM_Ped.ini,-25.61,-0.01,6.34,,-,-,-,-,-,0.5,220.9,219,gear-TB6-B000,-
13.2.14,8:13:00,5281,005281,20,20,19.97,-,-500,ped,LAM_Ped.ini,-25.56,0,6.65,,-,-,-,-,-,0.5,220.9,219,gear-TB6-B000,-
13.2.14,11:43:00,5285,005285,20,16,16.01,-,-700,ped,LAM_Ped.ini,-25.36,0.41,6.6,,-,-,-,-,-,1,441,438,gear-TB6-B000,-
13.2.14,19:11:00,5299,005299,20,0,0.05,1.5,-700,ped,LAM_Ped.ini,-25.24,1.19,6.37,,-,-,-,-,-,1,441,438,gear-TB6-B000,-
14.2.14,2:29:00,5315,005315,20,-16,-15.87,-10,-700,ped,LAM_Ped.ini,-25.37,1.27,6.45,,-,-,-,-,-,1,441,438,gear-TB6-B000,-
14.2.14,3:20:00,5319,005319,20,0,0.25,0,-300,ped,LAM_Ped.ini,-25.4,0.74,6.59,,-,-,-,-,-,1,441,438,gear-TB6-B000,-
14.2.14,15:49:00,5338,005338,20,-7,-6.93,,-300,ped,LAM_Ped.ini,-24.86,1.9,6.5,,-,-,-,-,-,1,441,438,gear-TB6-B000,-
14.2.14,23:52,6001,006001,20,0,-0.09,0,-100,ped,CCE_Ped.ini,-25.15,2.72,7,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,0:46,6006,006006,20,0,-0.09,0,-200,ped,CCE_Ped.ini,-25.82,7.14,,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,0:52,6011,006011,20,0,-0.1,0,-300,ped,CCE_Ped.ini,-25.84,1.08,7.16,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,1:42,6014,006014,20,0,-0.09,0,-400,ped,CCE_Ped.ini,-25.98,0.92,7.17,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,1:47,6019,006019,20,0,-0.08,0,-500,ped,CCE_Ped.ini,-25.98,0.98,7.16,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,2:39,6022,006022,20,0,-0.08,0,-600,ped,CCE_Ped.ini,-26.01,0.95,7.16,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,2:43,6027,006027,20,0,-0.07,0,-700,ped,CCE_Ped.ini,-26,0.95,7.14,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,3:33,6030,006030,20,0,-0.09,0,-800,ped,CCE_Ped.ini,-26.05,0.86,7.17,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,3:38,6035,006035,20,0,-0.09,0,-900,ped,CCE_Ped.ini,-26.04,0.88,7.14,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,4:28,6038,006038,20,0,-0.09,0,-1000,ped,CCE_Ped.ini,-26.02,0.8,7.15,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,5:07,6042,006042,20,-20,-20.15,-18,-500,ped,LAM_Ped.ini,-25.99,1.45,6.83,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,13:14,6058,006058,20,0,-0.24,0,-500,ped,LAM_Ped.ini,-25.76,1.16,7.21,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,20:27,6074,006074,20,20,20.14,18.5,-500,ped,LAM_Ped.ini,-25.83,0.61,7.38,,-,-,-,-,-,0,0,0,gear-TB6-B000,-
15.2.14,22:19:00,6077,006077,20,20,20.16,18.5,-500,ped,LAM_Ped.ini,-25.94,0.34,7.32,,-,-,-,-,-,1,441.09,437.8,gear-TB6-B000,-
16.2.14,8:39:00,6094,006094,20,0,-0.07,-,-500,ped,LAM_Ped.ini,-25.68,1.35,7.17,,-,-,-,-,-,1,441.09,438,gear-TB6-B000,-
16.2.14,19:01:00,6110,006110,20,-20,-20.01,-,-500,ped,LAM_Ped.ini,-25.45,2.2,6.95,,-,-,-,-,-,1,441.09,438,gear-TB6-B000,-
16.2.14,19:26:00,6113,006113,20,16,16.25,15,-500,ped,LAM_Ped.ini,-25.52,1.78,7.15,,-,-,-,-,-,0.5,220.66,218.8,gear-TB6-B000,-
17.2.14,2:54:00,6127,006127,20,0,-0.1,0,-500,ped,LAM_Ped.ini,-25.67,0.94,7.03,,-,-,-,-,-,0.5,220.9,219,gear-TB6-B000,-
17.2.14,6:18:00,6135,006135,20,-6,-6.55,-6,-500,ped,LAM_Ped.ini,-25.57,1.34,6.81,,-,-,-,-,-,0.5,220.9,219,gear-TB6-B000,-
